nombre_torneo,nombre_especialidad,nombre_deportista,intento,marca,posicion
Torneo de Cameroon,carrera 800 m,Natalya PRYSHCHEPA,1,102238,1
Torneo de Cameroon,carrera 800 m,Catriona BISSET,1,102368,2
Torneo de Cameroon,carrera 800 m,Ajee WILSON,1,102619,3
Torneo de Cameroon,lanzamiento de bala,Armin SINANČEVIĆ,4,2512,1
Torneo de Cameroon,lanzamiento de bala,Anna AVDEYEVA,1,2511,2
Torneo de Cameroon,lanzamiento de bala,Konrad BUKOWIECKI,5,2506,3
Torneo de Cameroon,lanzamiento de disco,Sandra PERKOVIĆ,4,7878,1
Torneo de Cameroon,lanzamiento de disco,Christoph HARTING,8,7856,2
Torneo de Cameroon,lanzamiento de disco,Lukas WEISSHAIDINGER,1,7855,3
Torneo de Cameroon,lanzamiento de jabalina,Arshad NADEEM,2,9948,1
Torneo de Cameroon,lanzamiento de jabalina,Ariana INCE,4,9947,2
Torneo de Cameroon,lanzamiento de jabalina,Edis MATUSEVIČIUS,6,9943,3
Torneo de Cameroon,lanzamiento de martillo,Janee KASSANAVOID,1,8979,1
Torneo de Cameroon,lanzamiento de martillo,Quentin BIGOT,1,8931,2
Torneo de Cameroon,lanzamiento de martillo,Hleb DUDARAU,4,8906,3
Torneo de Cameroon,salto con pertiga,Emily GROVE,4,667,1
Torneo de Cameroon,salto con pertiga,Armand DUPLANTIS,2,663,2
Torneo de Cameroon,salto con pertiga,Christopher NILSEN,2,662,3
Torneo de Cameroon,salto de altura,María Fernanda MURILLO,9,260,1
Torneo de Cameroon,salto de altura,Erika KINSEY,7,260,2
Torneo de Cameroon,salto de altura,Majd Eddin GHAZAL,5,260,3
Torneo de Cameroon,salto largo,JuVaughn HARRISON,7,954,1
Torneo de Cameroon,salto largo,Alina ROTARU,1,954,2
Torneo de Cameroon,salto largo,Darya KLISHINA,2,949,3
Torneo de Cameroon,salto triple,Christian TAYLOR,10,1993,1
Torneo de Cameroon,salto triple,Yaoqing FANG,4,1982,2
Torneo de Cameroon,salto triple,Paraskevi PAPACHRISTOU,1,1982,3
Torneo de Canada,carrera 100 m,Carina HORN,1,9764,1
Torneo de Canada,carrera 100 m,Murielle AHOURÉ,1,9786,2
Torneo de Canada,carrera 100 m,Akani SIMBINE,1,9809,3
Torneo de Canada,carrera 10000 m,Berehanu TSEGU,1,1612391,1
Torneo de Canada,carrera 10000 m,Girmawit GEBRZIHAIR,1,1615662,2
Torneo de Canada,carrera 10000 m,Tsigie GEBRESELAMA,1,1625935,3
Torneo de Canada,carrera 110 m con vallas,Wenjun XIE,1,12098,1
Torneo de Canada,carrera 110 m con vallas,Grant HOLLOWAY,1,12101,2
Torneo de Canada,carrera 110 m con vallas,Andrea Carolina VARGAS,1,12192,3
Torneo de Canada,carrera 1500 m,Eilish MCCOLGAN,1,208974,1
Torneo de Canada,carrera 1500 m,Ciara MAGEEAN,1,209461,2
Torneo de Canada,carrera 1500 m,Ronald KWEMOI,1,209819,3
Torneo de Canada,carrera 200 m,Ramil GULIYEV,1,19528,1
Torneo de Canada,carrera 200 m,Amy HUNT,1,19573,2
Torneo de Canada,carrera 200 m,Salwa Eid NASER,1,19630,3
Torneo de Canada,carrera 21000 m,Dibabe KUMA,1,3493230,1
Torneo de Canada,carrera 21000 m,Birhane DIBABA,1,3494338,2
Torneo de Canada,carrera 21000 m,Bedan KAROKI,1,3502122,3
Torneo de Canada,carrera 3000 m con vallas,Conseslus KIPRUTO,1,482966,1
Torneo de Canada,carrera 3000 m con vallas,Luiza GEGA,1,483895,2
Torneo de Canada,carrera 3000 m con vallas,Maruša MIŠMAŠ,1,485507,3
Torneo de Canada,carrera 400 m,Vernon NORWOOD,1,43478,1
Torneo de Canada,carrera 400 m,Jonathan JONES,1,43527,2
Torneo de Canada,carrera 400 m,Sharrika BARNETT,1,43531,3
Torneo de Canada,carrera 400 m con vallas,Sydney MCLAUGHLIN,1,46131,1
Torneo de Canada,carrera 400 m con vallas,Rushell CLAYTON,1,46172,2
Torneo de Canada,carrera 400 m con vallas,Shamier LITTLE,1,46225,3
Torneo de Canada,carrera 42000 m,Worknesh DEGEFA,1,7356721,1
Torneo de Canada,carrera 42000 m,Philemon RONO,1,7402793,2
Torneo de Canada,carrera 42000 m,Mosinet GEREMEW,1,7420804,3
Torneo de Canada,carrera 5000 m,Birhanu BALEW,1,775702,1
Torneo de Canada,carrera 5000 m,Joshua CHEPTEGEI,1,777391,2
Torneo de Canada,carrera 5000 m,Solomon BERIHU,1,778988,3
Torneo de Canada,carrera 800 m,Nijel AMOS,1,101977,1
Torneo de Canada,carrera 800 m,Kate GRACE,1,102026,2
Torneo de Canada,carrera 800 m,Rose Mary ALMANZA,1,102279,3
Torneo de Canada,lanzamiento de bala,Darlan ROMANI,7,2514,1
Torneo de Canada,lanzamiento de bala,Danniel THOMAS-DODD,3,2514,2
Torneo de Canada,lanzamiento de bala,Jonathan JONES,4,2513,3
Torneo de Canada,lanzamiento de disco,Shadae LAWRENCE,10,7896,1
Torneo de Canada,lanzamiento de disco,Sandra PERKOVIĆ,1,7895,2
Torneo de Canada,lanzamiento de disco,Yaimé PÉREZ,9,7892,3
Torneo de Canada,lanzamiento de jabalina,Ariana INCE,1,9947,1
Torneo de Canada,lanzamiento de jabalina,Kara WINGER,7,9924,2
Torneo de Canada,lanzamiento de jabalina,Chao-Tsun CHENG,7,9909,3
Torneo de Canada,lanzamiento de martillo,Rudy WINKLER,10,8987,1
Torneo de Canada,lanzamiento de martillo,Özkan BALTACI,7,8979,2
Torneo de Canada,lanzamiento de martillo,Joanna FIODOROW,10,8950,3
Torneo de Canada,salto con pertiga,Augusto DUTRA,9,667,1
Torneo de Canada,salto con pertiga,Kurtis MARSCHALL,7,666,2
Torneo de Canada,salto con pertiga,Paweł WOJCIECHOWSKI,5,665,3
Torneo de Canada,salto de altura,Yu WANG,9,261,1
Torneo de Canada,salto de altura,Mateusz PRZYBYLKO,9,261,2
Torneo de Canada,salto de altura,Hamish KERR,2,261,3
Torneo de Canada,salto largo,Changzhou HUANG,3,956,1
Torneo de Canada,salto largo,Hilary KPATCHA,2,956,2
Torneo de Canada,salto largo,Nafissatou THIAM,10,954,3
Torneo de Canada,salto triple,Yanis Esmeralda DAVID,1,1996,1
Torneo de Canada,salto triple,Alexis COPELLO,7,1991,2
Torneo de Canada,salto triple,Shanieka RICKETTS,10,1987,3
Torneo de Central African Republic,carrera 100 m,Aleia HOBBS,1,9766,1
Torneo de Central African Republic,carrera 100 m,Zharnel HUGHES,1,9768,2
Torneo de Central African Republic,carrera 100 m,Mario BURKE,1,9771,3
Torneo de Central African Republic,carrera 10000 m,Netsanet GUDETA,1,1613240,1
Torneo de Central African Republic,carrera 10000 m,Tsehay GEMECHU,1,1617584,2
Torneo de Central African Republic,carrera 10000 m,Tamirat TOLA,1,1622857,3
Torneo de Central African Republic,carrera 110 m con vallas,Grant HOLLOWAY,1,12210,1
Torneo de Central African Republic,carrera 110 m con vallas,Nia ALI,1,12269,2
Torneo de Central African Republic,carrera 110 m con vallas,Orlando BENNETT,1,12277,3
Torneo de Central African Republic,carrera 1500 m,Matthew CENTROWITZ,1,211756,1
Torneo de Central African Republic,carrera 1500 m,Faith KIPYEGON,1,212683,2
Torneo de Central African Republic,carrera 1500 m,Josh KERR,1,213011,3
Torneo de Central African Republic,carrera 200 m,Teahna DANIELS,1,19512,1
Torneo de Central African Republic,carrera 200 m,Dezerea BRYANT,1,19543,2
Torneo de Central African Republic,carrera 200 m,Christian COLEMAN,1,19591,3
Torneo de Central African Republic,carrera 21000 m,Seifu TURA,1,3487577,1
Torneo de Central African Republic,carrera 21000 m,Ruth CHEPNGETICH,1,3492525,2
Torneo de Central African Republic,carrera 21000 m,Stephen KIPROP,1,3499418,3
Torneo de Central African Republic,carrera 3000 m con vallas,Nicholas Kiptanui BETT,1,481271,1
Torneo de Central African Republic,carrera 3000 m con vallas,Abraham KIBIWOT,1,481538,2
Torneo de Central African Republic,carrera 3000 m con vallas,Winfred Mutile YAVI,1,483732,3
Torneo de Central African Republic,carrera 400 m,Laviai NIELSEN,1,43506,1
Torneo de Central African Republic,carrera 400 m,Machel CEDENIO,1,43625,2
Torneo de Central African Republic,carrera 400 m,Justyna ŚWIĘTY-ERSETIC,1,43686,3
Torneo de Central African Republic,carrera 400 m con vallas,Sage WATSON,1,46178,1
Torneo de Central African Republic,carrera 400 m con vallas,Tia-Adana BELLE,1,46202,2
Torneo de Central African Republic,carrera 400 m con vallas,Lea SPRUNGER,1,46302,3
Torneo de Central African Republic,carrera 42000 m,Brigid KOSGEI,1,7311369,1
Torneo de Central African Republic,carrera 42000 m,Purity Cherotich RIONORIPO,1,7314471,2
Torneo de Central African Republic,carrera 42000 m,Mare DIBABA,1,7329587,3
Torneo de Central African Republic,carrera 5000 m,Hawi FEYSA,1,772241,1
Torneo de Central African Republic,carrera 5000 m,Eva CHERONO,1,775232,2
Torneo de Central African Republic,carrera 5000 m,Beatrice CHEPKOECH,1,775871,3
Torneo de Central African Republic,carrera 800 m,Marco AROP,1,101895,1
Torneo de Central African Republic,carrera 800 m,Donavan BRAZIER,1,103097,2
Torneo de Central African Republic,carrera 800 m,Rose Mary ALMANZA,1,103468,3
Torneo de Central African Republic,lanzamiento de bala,Ryan CROUSER,1,2520,1
Torneo de Central African Republic,lanzamiento de bala,Fanny ROOS,2,2511,2
Torneo de Central African Republic,lanzamiento de bala,Aliona DUBITSKAYA,8,2509,3
Torneo de Central African Republic,lanzamiento de disco,Xinyue SU,7,7888,1
Torneo de Central African Republic,lanzamiento de disco,Yelena PANOVA,4,7886,2
Torneo de Central African Republic,lanzamiento de disco,Reggie JAGERS III,9,7818,3
Torneo de Central African Republic,lanzamiento de jabalina,Johannes VETTER,5,9964,1
Torneo de Central African Republic,lanzamiento de jabalina,Thomas RÖHLER,7,9962,2
Torneo de Central African Republic,lanzamiento de jabalina,Elizabeth GLEADLE,6,9906,3
Torneo de Central African Republic,lanzamiento de martillo,Paweł FAJDEK,6,8988,1
Torneo de Central African Republic,lanzamiento de martillo,Hanna SKYDAN,6,8974,2
Torneo de Central African Republic,lanzamiento de martillo,Marcel LOMNICKÝ,10,8963,3
Torneo de Central African Republic,salto con pertiga,Piotr LISEK,7,667,1
Torneo de Central African Republic,salto con pertiga,Nikoleta KIRIAKOPOULOU,1,667,2
Torneo de Central African Republic,salto con pertiga,Emily GROVE,9,665,3
Torneo de Central African Republic,salto de altura,Hamish KERR,3,261,1
Torneo de Central African Republic,salto de altura,Kamila LIĆWINKO,5,260,2
Torneo de Central African Republic,salto de altura,Ana ŠIMIĆ,7,259,3
Torneo de Central African Republic,salto largo,Keturah ORJI,6,956,1
Torneo de Central African Republic,salto largo,Jeff HENDERSON,4,955,2
Torneo de Central African Republic,salto largo,Kenyattia HACKWORTH,1,952,3
Torneo de Central African Republic,salto triple,Yaming ZHU,4,1993,1
Torneo de Central African Republic,salto triple,Christian TAYLOR,10,1993,2
Torneo de Central African Republic,salto triple,Necatí ER,8,1985,3
Torneo de Chad,carrera 100 m,Murielle AHOURÉ,1,9776,1
Torneo de Chad,carrera 100 m,Akani SIMBINE,1,9788,2
Torneo de Chad,carrera 100 m,Tebogo MAMATHU,1,9822,3
Torneo de Chad,carrera 10000 m,Jemal Yimer MEKONNEN,1,1614855,1
Torneo de Chad,carrera 10000 m,Tsehay GEMECHU,1,1621389,2
Torneo de Chad,carrera 10000 m,Stewart MCSWEYN,1,1623039,3
Torneo de Chad,carrera 110 m con vallas,Janeek BROWN,1,12115,1
Torneo de Chad,carrera 110 m con vallas,Freddie CRITTENDEN,1,12122,2
Torneo de Chad,carrera 110 m con vallas,Sergey SHUBENKOV,1,12128,3
Torneo de Chad,carrera 1500 m,Laura WEIGHTMAN,1,209606,1
Torneo de Chad,carrera 1500 m,Gudaf TSEGAY,1,210115,2
Torneo de Chad,carrera 1500 m,Elijah Motonei MANANGOI,1,210336,3
Torneo de Chad,carrera 200 m,Noah LYLES,1,19510,1
Torneo de Chad,carrera 200 m,Steven GARDINER,1,19516,2
Torneo de Chad,carrera 200 m,Elaine THOMPSON,1,19612,3
Torneo de Chad,carrera 21000 m,Caroline Chepkoech KIPKIRUI,1,3487493,1
Torneo de Chad,carrera 21000 m,Vivian J. CHERUIYOT,1,3494003,2
Torneo de Chad,carrera 21000 m,Fikadu HAFTU,1,3517666,3
Torneo de Chad,carrera 3000 m con vallas,Genevieve GREGSON,1,481076,1
Torneo de Chad,carrera 3000 m con vallas,Luiza GEGA,1,481859,2
Torneo de Chad,carrera 3000 m con vallas,Colleen QUIGLEY,1,482422,3
Torneo de Chad,carrera 400 m,Michael CHERRY,1,43478,1
Torneo de Chad,carrera 400 m,Justyna ŚWIĘTY-ERSETIC,1,43709,2
Torneo de Chad,carrera 400 m,Sydney MCLAUGHLIN,1,43728,3
Torneo de Chad,carrera 400 m con vallas,Rushell CLAYTON,1,46181,1
Torneo de Chad,carrera 400 m con vallas,David KENDZIERA,1,46216,2
Torneo de Chad,carrera 400 m con vallas,Amere LATTIN,1,46239,3
Torneo de Chad,carrera 42000 m,Brigid KOSGEI,1,7325192,1
Torneo de Chad,carrera 42000 m,Roza DEREJE,1,7341338,2
Torneo de Chad,carrera 42000 m,Ababel YESHANEH,1,7375960,3
Torneo de Chad,carrera 5000 m,Solomon BERIHU,1,773526,1
Torneo de Chad,carrera 5000 m,Gloriah KITE,1,777958,2
Torneo de Chad,carrera 5000 m,Fantu WORKU,1,778223,3
Torneo de Chad,carrera 800 m,Winnie NANYONDO,1,102397,1
Torneo de Chad,carrera 800 m,Natoya GOULE,1,102504,2
Torneo de Chad,carrera 800 m,Brandon MCBRIDE,1,102518,3
Torneo de Chad,lanzamiento de bala,Jessica RAMSEY,8,2509,1
Torneo de Chad,lanzamiento de bala,Konrad BUKOWIECKI,10,2508,2
Torneo de Chad,lanzamiento de bala,Dimitriana SURDU,10,2507,3
Torneo de Chad,lanzamiento de disco,Alin Alexandru FIRFIRICA,3,7905,1
Torneo de Chad,lanzamiento de disco,Nadine MÜLLER,9,7890,2
Torneo de Chad,lanzamiento de disco,Andrius GUDŽIUS,1,7883,3
Torneo de Chad,lanzamiento de jabalina,Thomas RÖHLER,9,9967,1
Torneo de Chad,lanzamiento de jabalina,Julian WEBER,2,9942,2
Torneo de Chad,lanzamiento de jabalina,Magnus KIRT,3,9936,3
Torneo de Chad,lanzamiento de martillo,Hleb DUDARAU,3,8934,1
Torneo de Chad,lanzamiento de martillo,Nick MILLER,7,8932,2
Torneo de Chad,lanzamiento de martillo,Laura IGAUNE,3,8926,3
Torneo de Chad,salto con pertiga,Olivia GRUVER,4,666,1
Torneo de Chad,salto con pertiga,Holly BRADSHAW,3,666,2
Torneo de Chad,salto con pertiga,Tina ŠUTEJ,10,666,3
Torneo de Chad,salto de altura,Django LOVETT,4,261,1
Torneo de Chad,salto de altura,Jeron ROBINSON,6,260,2
Torneo de Chad,salto de altura,Bohdan BONDARENKO,3,260,3
Torneo de Chad,salto largo,Shoutarou SHIROYAMA,8,956,1
Torneo de Chad,salto largo,Chantel MALONE,7,953,2
Torneo de Chad,salto largo,Yelena SOKOLOVA,1,951,3
Torneo de Chad,salto triple,Paraskevi PAPACHRISTOU,2,1996,1
Torneo de Chad,salto triple,Alexsandro MELO,3,1995,2
Torneo de Chad,salto triple,Tori FRANKLIN,2,1989,3
Torneo de Chile,carrera 100 m,Raymond EKEVWO,1,9817,1
Torneo de Chile,carrera 100 m,Aaron BROWN,1,9825,2
Torneo de Chile,carrera 100 m,Isiah YOUNG,1,9839,3
Torneo de Chile,carrera 10000 m,Solomon BERIHU,1,1608510,1
Torneo de Chile,carrera 10000 m,Senbere TEFERI,1,1609163,2
Torneo de Chile,carrera 10000 m,Netsanet GUDETA,1,1611740,3
Torneo de Chile,carrera 110 m con vallas,Daniel ROBERTS,1,12148,1
Torneo de Chile,carrera 110 m con vallas,Shane BRATHWAITE,1,12192,2
Torneo de Chile,carrera 110 m con vallas,Milan TRAJKOVIC,1,12204,3
Torneo de Chile,carrera 1500 m,Matthew CENTROWITZ,1,208940,1
Torneo de Chile,carrera 1500 m,George Meitamei MANANGOI,1,209062,2
Torneo de Chile,carrera 1500 m,Josh KERR,1,209466,3
Torneo de Chile,carrera 200 m,Blessing OKAGBARE,1,19525,1
Torneo de Chile,carrera 200 m,Bernardo BALOYES,1,19527,2
Torneo de Chile,carrera 200 m,Mujinga KAMBUNDJI,1,19619,3
Torneo de Chile,carrera 21000 m,Roza DEREJE,1,3482361,1
Torneo de Chile,carrera 21000 m,Benard KIMELI,1,3495152,2
Torneo de Chile,carrera 21000 m,Andamlak BELIHU,1,3495312,3
Torneo de Chile,carrera 3000 m con vallas,Fernando CARRO,1,481723,1
Torneo de Chile,carrera 3000 m con vallas,Mercy CHEPKURUI,1,483184,2
Torneo de Chile,carrera 3000 m con vallas,Mekides ABEBE,1,484833,3
Torneo de Chile,carrera 400 m,Aminatou SEYNI,1,43881,1
Torneo de Chile,carrera 400 m,Steven GARDINER,1,43914,2
Torneo de Chile,carrera 400 m,Sydney MCLAUGHLIN,1,44274,3
Torneo de Chile,carrera 400 m con vallas,Abdelmalik LAHOULOU,1,46099,1
Torneo de Chile,carrera 400 m con vallas,Marcio TELES,1,46425,2
Torneo de Chile,carrera 400 m con vallas,Sokwakhana ZAZINI,1,46505,3
Torneo de Chile,carrera 42000 m,Mare DIBABA,1,7310065,1
Torneo de Chile,carrera 42000 m,Ababel YESHANEH,1,7318085,2
Torneo de Chile,carrera 42000 m,Zeineba YIMER,1,7332691,3
Torneo de Chile,carrera 5000 m,Lopez LOMONG,1,773159,1
Torneo de Chile,carrera 5000 m,Solomon BERIHU,1,773751,2
Torneo de Chile,carrera 5000 m,Muktar EDRIS,1,773836,3
Torneo de Chile,carrera 800 m,Brandon MCBRIDE,1,102223,1
Torneo de Chile,carrera 800 m,Bryce HOPPEL,1,102229,2
Torneo de Chile,carrera 800 m,Eunice Jepkoech SUM,1,102277,3
Torneo de Chile,lanzamiento de bala,Brittany CREW,1,2521,1
Torneo de Chile,lanzamiento de bala,Chase EALEY,1,2515,2
Torneo de Chile,lanzamiento de bala,Chukwuebuka ENEKWECHI,6,2511,3
Torneo de Chile,lanzamiento de disco,Lois Maikel MARTÍNEZ,5,7864,1
Torneo de Chile,lanzamiento de disco,Marike STEINACKER,10,7819,2
Torneo de Chile,lanzamiento de disco,Ola STUNES ISENE,8,7778,3
Torneo de Chile,lanzamiento de jabalina,Antti RUUSKANEN,9,9953,1
Torneo de Chile,lanzamiento de jabalina,Huihui LYU,2,9928,2
Torneo de Chile,lanzamiento de jabalina,Dmitriy TARABIN,3,9833,3
Torneo de Chile,lanzamiento de martillo,Iryna KLYMETS,2,8959,1
Torneo de Chile,lanzamiento de martillo,Gwen BERRY,5,8944,2
Torneo de Chile,lanzamiento de martillo,Anita WŁODARCZYK,6,8935,3
Torneo de Chile,salto con pertiga,Ben BROEDERS,1,663,1
Torneo de Chile,salto con pertiga,Holly BRADSHAW,9,660,2
Torneo de Chile,salto con pertiga,Augusto DUTRA,10,659,3
Torneo de Chile,salto de altura,Mariya LASITSKENE,9,261,1
Torneo de Chile,salto de altura,Takashi ETO,9,260,2
Torneo de Chile,salto de altura,Mateusz PRZYBYLKO,6,260,3
Torneo de Chile,salto largo,Hilary KPATCHA,3,956,1
Torneo de Chile,salto largo,Maykel MASSÓ,4,955,2
Torneo de Chile,salto largo,Ivana ŠPANOVIĆ,2,955,3
Torneo de Chile,salto triple,Donald SCOTT,9,1981,1
Torneo de Chile,salto triple,Olha SALADUKHA,10,1972,2
Torneo de Chile,salto triple,Nelson ÉVORA,10,1966,3
Torneo de China,carrera 100 m,Yuki KOIKE,1,9767,1
Torneo de China,carrera 100 m,Andre DE GRASSE,1,9831,2
Torneo de China,carrera 100 m,Michael RODGERS,1,9893,3
Torneo de China,carrera 10000 m,Joshua CHEPTEGEI,1,1620989,1
Torneo de China,carrera 10000 m,Mohammed AHMED,1,1627550,2
Torneo de China,carrera 10000 m,Rosemary Monica WANJIRU,1,1635910,3
Torneo de China,carrera 110 m con vallas,Omar MCLEOD,1,12165,1
Torneo de China,carrera 110 m con vallas,Wilhem BELOCIAN,1,12177,2
Torneo de China,carrera 110 m con vallas,Brianna MCNEAL,1,12178,3
Torneo de China,carrera 1500 m,Taoufik MAKHLOUFI,1,209477,1
Torneo de China,carrera 1500 m,George Meitamei MANANGOI,1,210237,2
Torneo de China,carrera 1500 m,Genzebe DIBABA,1,210321,3
Torneo de China,carrera 200 m,Joseph Paul AMOAH,1,19519,1
Torneo de China,carrera 200 m,Amy HUNT,1,19566,2
Torneo de China,carrera 200 m,Bernardo BALOYES,1,19588,3
Torneo de China,carrera 21000 m,Netsanet GUDETA,1,3506244,1
Torneo de China,carrera 21000 m,Lonah Chemtai SALPETER,1,3510392,2
Torneo de China,carrera 21000 m,Vivian J. CHERUIYOT,1,3519217,3
Torneo de China,carrera 3000 m con vallas,Abraham KIBIWOT,1,482012,1
Torneo de China,carrera 3000 m con vallas,Winfred Mutile YAVI,1,482931,2
Torneo de China,carrera 3000 m con vallas,Conseslus KIPRUTO,1,484296,3
Torneo de China,carrera 400 m,Chrisann GORDON,1,43594,1
Torneo de China,carrera 400 m,​Demish GAYE,1,43762,2
Torneo de China,carrera 400 m,Wilbert LONDON,1,43833,3
Torneo de China,carrera 400 m con vallas,Shamier LITTLE,1,46279,1
Torneo de China,carrera 400 m con vallas,Rushell CLAYTON,1,46342,2
Torneo de China,carrera 400 m con vallas,Marcio TELES,1,46388,3
Torneo de China,carrera 42000 m,Titus EKIRU,1,7325560,1
Torneo de China,carrera 42000 m,Valary JEMELI,1,7328459,2
Torneo de China,carrera 42000 m,Mosinet GEREMEW,1,7329776,3
Torneo de China,carrera 5000 m,Gabriela DEBUES-STAFFORD,1,773806,1
Torneo de China,carrera 5000 m,Karissa SCHWEIZER,1,774813,2
Torneo de China,carrera 5000 m,Agnes Jebet TIROP,1,778486,3
Torneo de China,carrera 800 m,Nelly JEPKOSGEI,1,101909,1
Torneo de China,carrera 800 m,Lynsey SHARP,1,102021,2
Torneo de China,carrera 800 m,Donavan BRAZIER,1,102308,3
Torneo de China,lanzamiento de bala,Dimitriana SURDU,10,2508,1
Torneo de China,lanzamiento de bala,Anita MÁRTON,6,2502,2
Torneo de China,lanzamiento de bala,Eldred HENRY,8,2494,3
Torneo de China,lanzamiento de disco,Martin WIERIG,7,7882,1
Torneo de China,lanzamiento de disco,Kelsey CARD,6,7873,2
Torneo de China,lanzamiento de disco,Christoph HARTING,2,7821,3
Torneo de China,lanzamiento de jabalina,Keshorn WALCOTT,4,9916,1
Torneo de China,lanzamiento de jabalina,Julius YEGO,9,9866,2
Torneo de China,lanzamiento de jabalina,Lina MUZE,5,9850,3
Torneo de China,lanzamiento de martillo,Hanna SKYDAN,4,8977,1
Torneo de China,lanzamiento de martillo,Zalina PETRIVSKAYA,5,8967,2
Torneo de China,lanzamiento de martillo,Mykhaylo KOKHAN,1,8953,3
Torneo de China,salto con pertiga,Ninon GUILLON-ROMARIN,4,667,1
Torneo de China,salto con pertiga,Katerina STEFANIDI,2,664,2
Torneo de China,salto con pertiga,Cole WALSH,2,661,3
Torneo de China,salto de altura,Mariya LASITSKENE,6,261,1
Torneo de China,salto de altura,Svetlana RADZIVIL,9,260,2
Torneo de China,salto de altura,Vashti CUNNINGHAM,3,260,3
Torneo de China,salto largo,Darya KLISHINA,10,952,1
Torneo de China,salto largo,Maryna BEKH-ROMANCHUK,10,951,2
Torneo de China,salto largo,Yaoguang ZHANG,5,950,3
Torneo de China,salto triple,Christian TAYLOR,8,1994,1
Torneo de China,salto triple,Yekaterina KONEVA,5,1984,2
Torneo de China,salto triple,Jordan Alejandro DÍAZ FORTUN,3,1981,3
Torneo de Colombia,carrera 100 m,Dafne SCHIPPERS,1,9826,1
Torneo de Colombia,carrera 100 m,Mario BURKE,1,9862,2
Torneo de Colombia,carrera 100 m,Christian COLEMAN,1,9885,3
Torneo de Colombia,carrera 10000 m,Zeineba YIMER,1,1620948,1
Torneo de Colombia,carrera 10000 m,Mogos TUEMAY,1,1622229,2
Torneo de Colombia,carrera 10000 m,Dera DIDA,1,1623719,3
Torneo de Colombia,carrera 110 m con vallas,Omar MCLEOD,1,12105,1
Torneo de Colombia,carrera 110 m con vallas,Eduardo RODRIGUES,1,12110,2
Torneo de Colombia,carrera 110 m con vallas,Antonio ALKANA,1,12128,3
Torneo de Colombia,carrera 1500 m,Axumawit EMBAYE,1,210039,1
Torneo de Colombia,carrera 1500 m,Jake WIGHTMAN,1,210592,2
Torneo de Colombia,carrera 1500 m,Ayanleh SOULEIMAN,1,210647,3
Torneo de Colombia,carrera 200 m,Teahna DANIELS,1,19549,1
Torneo de Colombia,carrera 200 m,Kenneth BEDNAREK,1,19616,2
Torneo de Colombia,carrera 200 m,Joseph Paul AMOAH,1,19638,3
Torneo de Colombia,carrera 21000 m,Senbere TEFERI,1,3531673,1
Torneo de Colombia,carrera 21000 m,Morris Munene GACHAGA,1,3538951,2
Torneo de Colombia,carrera 21000 m,Evaline CHIRCHIR,1,3545798,3
Torneo de Colombia,carrera 3000 m con vallas,Beatrice CHEPKOECH,1,481816,1
Torneo de Colombia,carrera 3000 m con vallas,Nicholas Kiptanui BETT,1,483964,2
Torneo de Colombia,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,1,484491,3
Torneo de Colombia,carrera 400 m,Galefele MOROKO,1,43495,1
Torneo de Colombia,carrera 400 m,Aminatou SEYNI,1,43930,2
Torneo de Colombia,carrera 400 m,Abderrahman SAMBA,1,44017,3
Torneo de Colombia,carrera 400 m con vallas,Zuzana HEJNOVÁ,1,46492,1
Torneo de Colombia,carrera 400 m con vallas,Abdelmalik LAHOULOU,1,46579,2
Torneo de Colombia,carrera 400 m con vallas,Nikita TRACEY,1,46739,3
Torneo de Colombia,carrera 42000 m,Azmera GEBRU,1,7316480,1
Torneo de Colombia,carrera 42000 m,Worknesh DEGEFA,1,7335417,2
Torneo de Colombia,carrera 42000 m,Kaan Kigen ÖZBILEN,1,7360728,3
Torneo de Colombia,carrera 5000 m,Mohammed AHMED,1,774205,1
Torneo de Colombia,carrera 5000 m,Beatrice CHEBET,1,775650,2
Torneo de Colombia,carrera 5000 m,Gabriela DEBUES-STAFFORD,1,776248,3
Torneo de Colombia,carrera 800 m,Eunice Jepkoech SUM,1,101915,1
Torneo de Colombia,carrera 800 m,Marcin LEWANDOWSKI,1,102798,2
Torneo de Colombia,carrera 800 m,Michael SARUNI,1,103202,3
Torneo de Colombia,lanzamiento de bala,Sophie MCKINNA,4,2519,1
Torneo de Colombia,lanzamiento de bala,Chukwuebuka ENEKWECHI,1,2513,2
Torneo de Colombia,lanzamiento de bala,Darlan ROMANI,1,2508,3
Torneo de Colombia,lanzamiento de disco,Whitney ASHLEY,1,7896,1
Torneo de Colombia,lanzamiento de disco,Christoph HARTING,10,7852,2
Torneo de Colombia,lanzamiento de disco,Claudine VITA,4,7824,3
Torneo de Colombia,lanzamiento de jabalina,Barbora ŠPOTÁKOVÁ,1,9916,1
Torneo de Colombia,lanzamiento de jabalina,Alexie ALAÏS,7,9882,2
Torneo de Colombia,lanzamiento de jabalina,Tatsiana KHALADOVICH,9,9847,3
Torneo de Colombia,lanzamiento de martillo,Javier CIENFUEGOS,8,8991,1
Torneo de Colombia,lanzamiento de martillo,Yevgeniy KOROTOVSKIY,5,8963,2
Torneo de Colombia,lanzamiento de martillo,Sofiya PALKINA,6,8936,3
Torneo de Colombia,salto con pertiga,Michaela MEIJER,1,665,1
Torneo de Colombia,salto con pertiga,Katerina STEFANIDI,5,664,2
