nombre_torneo,nombre_especialidad,nombre_deportista,marca,intento
Torneo de Georgia,carrera 200 m,Teahna DANIELS,19506,1
Torneo de Georgia,carrera 200 m,Ramil GULIYEV,19521,1
Torneo de Uruguay,carrera 110 m con vallas,Andrew POZZI,12147,1
Torneo de Uruguay,carrera 110 m con vallas,Omar MCLEOD,12154,1
Torneo de Uruguay,carrera 110 m con vallas,Brianna MCNEAL,12173,1
Torneo de Romania,carrera 1500 m,Sifan HASSAN,209204,1
Torneo de Romania,carrera 1500 m,Jenny SIMPSON,209706,1
Torneo de Romania,carrera 1500 m,Konstanze KLOSTERHALFEN,210267,1
Torneo de Portugal,carrera 400 m con vallas,Dharun AYYASAMY,46109,1
Torneo de Portugal,carrera 400 m con vallas,Takatoshi ABE,46134,1
Torneo de Portugal,carrera 400 m con vallas,Zurian HECHAVARRÍA,46506,1
Torneo de Saint Kitts and Nevis,carrera 21000 m,Joan Chelimo MELLY,3494400,1
Torneo de Saint Kitts and Nevis,carrera 21000 m,Stephen KIPROP,3511647,1
Torneo de Saint Kitts and Nevis,carrera 21000 m,Sifan HASSAN,3531150,1
Torneo de Burundi,carrera 10000 m,Julien WANDERS,1609499,1
Torneo de Burundi,carrera 10000 m,Emily SISSON,1613390,1
Torneo de Burundi,carrera 10000 m,Senbere TEFERI,1614725,1
Torneo de Kuwait,carrera 42000 m,Marius KIPSEREM,7312770,1
Torneo de Kuwait,carrera 42000 m,Azmera ABREHA,7316787,1
Torneo de Kuwait,carrera 42000 m,Sisay LEMMA,7320006,1
Torneo de Chad,carrera 400 m,Michael CHERRY,43478,1
Torneo de Chad,carrera 400 m,Justyna ŚWIĘTY-ERSETIC,43709,1
Torneo de Chad,carrera 400 m,Sydney MCLAUGHLIN,43728,1
Torneo de Zimbabwe,carrera 800 m,Lynsey SHARP,102346,1
Torneo de Zimbabwe,carrera 800 m,Wesley VÁZQUEZ,102912,1
Torneo de Zimbabwe,carrera 800 m,Natoya GOULE,103064,1
Torneo de Albania,carrera 110 m con vallas,Freddie CRITTENDEN,12121,1
Torneo de Albania,carrera 110 m con vallas,Janeek BROWN,12126,1
Torneo de Albania,carrera 110 m con vallas,Anna COCKRELL,12151,1
Torneo de Vietnam,carrera 400 m,Christine BOTLOGETSWE,43484,1
Torneo de Vietnam,carrera 400 m,Shaunae MILLER-UIBO,43516,1
Torneo de Vietnam,carrera 400 m,Salwa Eid NASER,43532,1
Torneo de Netherlands,carrera 3000 m con vallas,Matthew HUGHES,481326,1
Torneo de Netherlands,carrera 3000 m con vallas,Mercy CHEPKURUI,481792,1
Torneo de Netherlands,carrera 3000 m con vallas,Mercy WANJIRU,482117,1
Torneo de Dominica,carrera 110 m con vallas,Andrew RILEY,12100,1
Torneo de Dominica,carrera 110 m con vallas,Tonea MARSHALL,12157,1
Torneo de Dominica,carrera 110 m con vallas,Pascal MARTINOT-LAGARDE,12171,1
Torneo de Australia,carrera 400 m con vallas,Sydney MCLAUGHLIN,46169,1
Torneo de Australia,carrera 400 m con vallas,Nikita TRACEY,46233,1
Torneo de Australia,carrera 400 m con vallas,Amere LATTIN,46260,1
Torneo de New Zealand,carrera 10000 m,Sifan HASSAN,1611030,1
Torneo de New Zealand,carrera 10000 m,Rosemary Monica WANJIRU,1614111,1
Torneo de New Zealand,carrera 10000 m,Yemaneberhan CRIPPA,1617915,1
Torneo de India,carrera 3000 m con vallas,Soufiane EL BAKKALI,482431,1
Torneo de India,carrera 3000 m con vallas,Mekides ABEBE,482752,1
Torneo de India,carrera 3000 m con vallas,Hillary BOR,483043,1
Torneo de Serbia,carrera 3000 m con vallas,Mekides ABEBE,481780,1
Torneo de Serbia,carrera 3000 m con vallas,Chala BEYO,482160,1
Torneo de Serbia,carrera 3000 m con vallas,Norah JERUTO,482852,1
Torneo de Jordan,carrera 400 m con vallas,Zurian HECHAVARRÍA,46154,1
Torneo de Jordan,carrera 400 m con vallas,Kyron MCMASTER,46412,1
Torneo de Jordan,carrera 400 m con vallas,Quincy HALL,46626,1
Torneo de Belarus,carrera 21000 m,Degitu AZIMERAW,3482276,1
Torneo de Belarus,carrera 21000 m,Andamlak BELIHU,3502289,1
Torneo de Belarus,carrera 21000 m,Julien WANDERS,3511271,1
Torneo de Maldives,carrera 21000 m,Dorcas Jepchirchir TUITOEK,3491902,1
Torneo de Maldives,carrera 21000 m,Roza DEREJE,3496297,1
Torneo de Maldives,carrera 21000 m,Senbere TEFERI,3498728,1
Torneo de Yemen,carrera 5000 m,Edward Zakayo PINGUA,773223,1
Torneo de Yemen,carrera 5000 m,Matthew CENTROWITZ,774638,1
Torneo de Yemen,carrera 5000 m,Hagos GEBRHIWET,775394,1
Torneo de Australia,carrera 5000 m,Sifan HASSAN,772098,1
Torneo de Australia,carrera 5000 m,Edward Zakayo PINGUA,773465,1
Torneo de Australia,carrera 5000 m,Agnes Jebet TIROP,777764,1
Torneo de Hungary,carrera 110 m con vallas,Nia ALI,12117,1
Torneo de Hungary,carrera 110 m con vallas,Tobi AMUSAN,12142,1
Torneo de Hungary,carrera 110 m con vallas,Shane BRATHWAITE,12156,1
Torneo de Bhutan,carrera 42000 m,Lonah Chemtai SALPETER,7321627,1
Torneo de Bhutan,carrera 42000 m,Worknesh DEGEFA,7332128,1
Torneo de Bhutan,carrera 42000 m,Azmera ABREHA,7335879,1
Torneo de Scotland,carrera 10000 m,Susan KRUMINS,1611264,1
Torneo de Scotland,carrera 10000 m,Sifan HASSAN,1613823,1
Torneo de Scotland,carrera 10000 m,Yemaneberhan CRIPPA,1616413,1
Torneo de Dominican Republic,carrera 110 m con vallas,Sally PEARSON,12171,1
Torneo de Dominican Republic,carrera 110 m con vallas,Christina CLEMONS,12203,1
Torneo de Dominican Republic,carrera 110 m con vallas,Gabriel CONSTANTINO,12207,1
Torneo de Israel,carrera 400 m con vallas,Karsten WARHOLM,46102,1
Torneo de Israel,carrera 400 m con vallas,Ludvy VAILLANT,46143,1
Torneo de Israel,carrera 400 m con vallas,Patryk DOBEK,46194,1
Torneo de Tajikistan,carrera 200 m,Mario BURKE,19538,1
Torneo de Tajikistan,carrera 200 m,Teahna DANIELS,19563,1
Torneo de Tajikistan,carrera 200 m,Blessing OKAGBARE,19570,1
Torneo de Russia,carrera 1500 m,Josh KERR,210141,1
Torneo de Russia,carrera 1500 m,Ayanleh SOULEIMAN,210772,1
Torneo de Russia,carrera 1500 m,Ronald MUSAGALA,210785,1
Torneo de Norway,carrera 3000 m con vallas,Emma COBURN,482144,1
Torneo de Norway,carrera 3000 m con vallas,Mercy CHEPKURUI,485320,1
Torneo de Norway,carrera 3000 m con vallas,Lawrence Kemboi KIPSANG,487065,1
Torneo de Kyrgyzstan,carrera 1500 m,Matthew CENTROWITZ,209127,1
Torneo de Kyrgyzstan,carrera 1500 m,Marcin LEWANDOWSKI,212321,1
Torneo de Kyrgyzstan,carrera 1500 m,Bethwell BIRGEN,212787,1
Torneo de Guyana,carrera 5000 m,William KINCAID,772143,1
Torneo de Guyana,carrera 5000 m,Jacob KROP,772722,1
Torneo de Guyana,carrera 5000 m,Gloriah KITE,773757,1
Torneo de India,carrera 800 m,Raevyn ROGERS,102173,1
Torneo de India,carrera 800 m,Jackline WAMBUI,103026,1
Torneo de India,carrera 800 m,Abubaker Haydar ABDALLA,103170,1
Torneo de Zambia,carrera 5000 m,Laura WEIGHTMAN,775054,1
Torneo de Zambia,carrera 5000 m,Karissa SCHWEIZER,775426,1
Torneo de Zambia,carrera 5000 m,Hellen OBIRI,776323,1
Torneo de Lesotho,carrera 400 m,Steven GARDINER,43775,1
Torneo de Lesotho,carrera 400 m,Quincy HALL,43798,1
Torneo de Lesotho,carrera 400 m,Shakima WIMBLEY,43845,1
Torneo de Madagascar,carrera 5000 m,Fantu WORKU,772417,1
Torneo de Madagascar,carrera 5000 m,Selemon BAREGA,772634,1
Torneo de Madagascar,carrera 5000 m,Abadi HADIS,773791,1
Torneo de Paraguay,carrera 400 m con vallas,Kyron MCMASTER,46153,1
Torneo de Paraguay,carrera 400 m con vallas,Zurian HECHAVARRÍA,46196,1
Torneo de Paraguay,carrera 400 m con vallas,Dharun AYYASAMY,46554,1
Torneo de Wales,carrera 21000 m,Yomif KEJELCHA,3481810,1
Torneo de Wales,carrera 21000 m,Caroline Chepkoech KIPKIRUI,3523590,1
Torneo de Wales,carrera 21000 m,Roza DEREJE,3531334,1
Torneo de Haiti,carrera 1500 m,Gabriela DEBUES-STAFFORD,209454,1
Torneo de Haiti,carrera 1500 m,Winny CHEBET,209977,1
Torneo de Haiti,carrera 1500 m,Gudaf TSEGAY,210756,1
Torneo de Bangladesh,carrera 400 m con vallas,Aminat JAMAL,46182,1
Torneo de Bangladesh,carrera 400 m con vallas,Sara Slott PETERSEN,46225,1
Torneo de Bangladesh,carrera 400 m con vallas,Patryk DOBEK,46313,1
Torneo de Sri Lanka,carrera 400 m con vallas,Dharun AYYASAMY,46122,1
Torneo de Sri Lanka,carrera 400 m con vallas,TJ HOLMES,46294,1
Torneo de Sri Lanka,carrera 400 m con vallas,Ludvy VAILLANT,46320,1
Torneo de Vanuatu,carrera 400 m con vallas,Sara Slott PETERSEN,46144,1
Torneo de Vanuatu,carrera 400 m con vallas,Abderrahman SAMBA,46187,1
Torneo de Vanuatu,carrera 400 m con vallas,Cassandra TATE,46225,1
Torneo de Serbia,carrera 42000 m,Guye Idemo ADOLA,7347899,1
Torneo de Serbia,carrera 42000 m,Shura KITATA,7355253,1
Torneo de Serbia,carrera 42000 m,Workenesh EDESA,7382655,1
Torneo de Germany,carrera 10000 m,Rhonex KIPRUTO,1613377,1
Torneo de Germany,carrera 10000 m,Abdallah Kibet MANDE,1631266,1
Torneo de Germany,carrera 10000 m,Girmawit GEBRZIHAIR,1631961,1
Torneo de Cambodia,carrera 100 m,Yuki KOIKE,9775,1
Torneo de Cambodia,carrera 100 m,Mujinga KAMBUNDJI,9841,1
Torneo de Cambodia,carrera 100 m,Isiah YOUNG,9869,1
Torneo de Gabon,carrera 1500 m,Winnie NANYONDO,209211,1
Torneo de Gabon,carrera 1500 m,Konstanze KLOSTERHALFEN,209351,1
Torneo de Gabon,carrera 1500 m,Josh KERR,209558,1
Torneo de Czechia,carrera 100 m,Tyquendo TRACEY,9776,1
Torneo de Czechia,carrera 100 m,Tynia GAITHER,9796,1
Torneo de Czechia,carrera 100 m,Kiara PARKER,9799,1
Torneo de Ireland,carrera 110 m con vallas,Ronald LEVY,12108,1
Torneo de Ireland,carrera 110 m con vallas,Payton CHADWICK,12121,1
Torneo de Ireland,carrera 110 m con vallas,Kendell WILLIAMS,12141,1
Torneo de Canada,carrera 3000 m con vallas,Conseslus KIPRUTO,482966,1
Torneo de Canada,carrera 3000 m con vallas,Luiza GEGA,483895,1
Torneo de Canada,carrera 3000 m con vallas,Maruša MIŠMAŠ,485507,1
Torneo de Yemen,carrera 400 m con vallas,Dalilah MUHAMMAD,46217,1
Torneo de Yemen,carrera 400 m con vallas,Dharun AYYASAMY,46262,1
Torneo de Yemen,carrera 400 m con vallas,Rai BENJAMIN,46615,1
Torneo de Senegal,carrera 1500 m,Abdelaati IGUIDER,208990,1
Torneo de Senegal,carrera 1500 m,Charlie DAVALL GRICE,209107,1
Torneo de Senegal,carrera 1500 m,Bethwell BIRGEN,209214,1
Torneo de Togo,carrera 200 m,Abdul Hakim SANI BROWN,19602,1
Torneo de Togo,carrera 200 m,Anglerne ANNELUS,19612,1
Torneo de Togo,carrera 200 m,Christian COLEMAN,19647,1
Torneo de Uzbekistan,carrera 800 m,Collins KIPRUTO,101920,1
Torneo de Uzbekistan,carrera 800 m,Jonathan KITILIT,101974,1
Torneo de Uzbekistan,carrera 800 m,Kate GRACE,102041,1
Torneo de Guatemala,carrera 200 m,Cambrea STURGIS,19571,1
Torneo de Guatemala,carrera 200 m,Kayla WHITE,19679,1
Torneo de Guatemala,carrera 200 m,Divine ODUDURU,19691,1
Torneo de Guinea-Bissau,carrera 3000 m con vallas,Beatrice CHEPKOECH,481565,1
Torneo de Guinea-Bissau,carrera 3000 m con vallas,Gesa Felicitas KRAUSE,481845,1
Torneo de Guinea-Bissau,carrera 3000 m con vallas,Abraham KIBIWOT,483310,1
Torneo de Namibia,carrera 10000 m,Letesenbet GIDEY,1608812,1
Torneo de Namibia,carrera 10000 m,Tsigie GEBRESELAMA,1618199,1
Torneo de Namibia,carrera 10000 m,Yasemin CAN,1618816,1
Torneo de Sierra Leone,carrera 1500 m,Ronald MUSAGALA,208813,1
Torneo de Sierra Leone,carrera 1500 m,Taoufik MAKHLOUFI,209326,1
Torneo de Sierra Leone,carrera 1500 m,Laura MUIR,209471,1
Torneo de Egypt,carrera 800 m,Marco AROP,101904,1
Torneo de Egypt,carrera 800 m,Timothy CHERUIYOT,102793,1
Torneo de Egypt,carrera 800 m,Amel TUKA,102989,1
Torneo de Cabo Verde,carrera 42000 m,Ashete BEKERE,7304332,1
Torneo de Cabo Verde,carrera 42000 m,Emmanuel SAINA,7326263,1
Torneo de Cabo Verde,carrera 42000 m,Philemon RONO,7330449,1
Torneo de Burundi,carrera 400 m con vallas,David KENDZIERA,46140,1
Torneo de Burundi,carrera 400 m con vallas,Sage WATSON,46209,1
Torneo de Burundi,carrera 400 m con vallas,Sokwakhana ZAZINI,46226,1
Torneo de China,carrera 10000 m,Joshua CHEPTEGEI,1620989,1
Torneo de China,carrera 10000 m,Mohammed AHMED,1627550,1
Torneo de China,carrera 10000 m,Rosemary Monica WANJIRU,1635910,1
Torneo de Algeria,carrera 42000 m,Titus EKIRU,7305432,1
Torneo de Algeria,carrera 42000 m,Emmanuel SAINA,7308105,1
Torneo de Algeria,carrera 42000 m,Getaneh MOLLA,7329868,1
Torneo de Australia,carrera 200 m,Anglerne ANNELUS,19510,1
Torneo de Australia,carrera 200 m,Miguel FRANCIS,19544,1
Torneo de Australia,carrera 200 m,Dezerea BRYANT,19548,1
Torneo de Bulgaria,carrera 400 m con vallas,Takatoshi ABE,46116,1
Torneo de Bulgaria,carrera 400 m con vallas,Abdelmalik LAHOULOU,46124,1
Torneo de Bulgaria,carrera 400 m con vallas,Sydney MCLAUGHLIN,46513,1
Torneo de Brunei,carrera 110 m con vallas,Tobi AMUSAN,12119,1
Torneo de Brunei,carrera 110 m con vallas,Sharika NELVIS,12168,1
Torneo de Brunei,carrera 110 m con vallas,Britany ANDERSON,12173,1
Torneo de Cambodia,carrera 42000 m,Degitu AZIMERAW,7344572,1
Torneo de Cambodia,carrera 42000 m,Abebe Negewo DEGEFA,7407107,1
Torneo de Cambodia,carrera 42000 m,Mare DIBABA,7410391,1
Torneo de Wales,carrera 400 m,Jonathan JONES,43490,1
Torneo de Wales,carrera 400 m,Abderrahman SAMBA,43877,1
Torneo de Wales,carrera 400 m,Nathan STROTHER,43930,1
Torneo de Finland,carrera 110 m con vallas,Anna COCKRELL,12125,1
Torneo de Finland,carrera 110 m con vallas,Wenjun XIE,12136,1
Torneo de Finland,carrera 110 m con vallas,Antonio ALKANA,12137,1
Torneo de Bosnia and Herzegovina,carrera 5000 m,Mohammed AHMED,773733,1
Torneo de Bosnia and Herzegovina,carrera 5000 m,Hagos GEBRHIWET,775620,1
Torneo de Bosnia and Herzegovina,carrera 5000 m,Abadi HADIS,778004,1
Torneo de Tajikistan,carrera 400 m,Courtney OKOLO,43469,1
Torneo de Tajikistan,carrera 400 m,Trevor STEWART,43597,1
Torneo de Tajikistan,carrera 400 m,Machel CEDENIO,43629,1
Torneo de Poland,carrera 10000 m,Solomon BERIHU,1615743,1
Torneo de Poland,carrera 10000 m,Yasemin CAN,1620496,1
Torneo de Poland,carrera 10000 m,Stephanie TWELL,1638632,1
Torneo de South Sudan,carrera 3000 m con vallas,Beatrice CHEPKOECH,481074,1
Torneo de South Sudan,carrera 3000 m con vallas,Daisy JEPKEMEI,485627,1
Torneo de South Sudan,carrera 3000 m con vallas,Barnabas KIPYEGO,485712,1
Torneo de Austria,carrera 400 m con vallas,Amere LATTIN,46200,1
Torneo de Austria,carrera 400 m con vallas,Janieve RUSSELL,46300,1
Torneo de Austria,carrera 400 m con vallas,Rushell CLAYTON,46321,1
Torneo de Kuwait,carrera 200 m,Shelly-Ann FRASER-PRYCE,19509,1
Torneo de Kuwait,carrera 200 m,Cravon GILLESPIE,19517,1
Torneo de Kuwait,carrera 200 m,Elaine THOMPSON,19682,1
Torneo de Scotland,carrera 400 m,Wadeline JONATHAS,43458,1
Torneo de Scotland,carrera 400 m,Stephenie Ann MCPHERSON,43526,1
Torneo de Scotland,carrera 400 m,Sharrika BARNETT,43566,1
Torneo de Serbia,carrera 1500 m,Timothy CHERUIYOT,210006,1
Torneo de Serbia,carrera 1500 m,Abdelaati IGUIDER,210135,1
Torneo de Serbia,carrera 1500 m,Jenny SIMPSON,210527,1
Torneo de Slovenia,carrera 800 m,Wyclife KINYAMAL,101921,1
Torneo de Slovenia,carrera 800 m,Habitam ALEMU,102399,1
Torneo de Slovenia,carrera 800 m,Catriona BISSET,102844,1
Torneo de Israel,carrera 5000 m,William KINCAID,772225,1
Torneo de Israel,carrera 5000 m,Konstanze KLOSTERHALFEN,774583,1
Torneo de Israel,carrera 5000 m,Selemon BAREGA,774654,1
Torneo de Northern Ireland,carrera 400 m,Wadeline JONATHAS,43647,1
Torneo de Northern Ireland,carrera 400 m,Fred KERLEY,43675,1
Torneo de Northern Ireland,carrera 400 m,Laviai NIELSEN,43745,1
Torneo de Oman,carrera 10000 m,Letesenbet GIDEY,1608738,1
Torneo de Oman,carrera 10000 m,Marielle HALL,1611663,1
Torneo de Oman,carrera 10000 m,Stephanie TWELL,1617067,1
Torneo de Uganda,carrera 42000 m,Vivian J. CHERUIYOT,7393338,1
Torneo de Uganda,carrera 42000 m,Degitu AZIMERAW,7394845,1
Torneo de Uganda,carrera 42000 m,Shura KITATA,7398728,1
Torneo de Kiribati,carrera 800 m,Jackline WAMBUI,102315,1
Torneo de Kiribati,carrera 800 m,Nijel AMOS,102495,1
Torneo de Kiribati,carrera 800 m,Marcin LEWANDOWSKI,102806,1
Torneo de Kyrgyzstan,carrera 42000 m,Birhanu LEGESE,7314918,1
Torneo de Kyrgyzstan,carrera 42000 m,Valary JEMELI,7325630,1
Torneo de Kyrgyzstan,carrera 42000 m,Mule WASIHUN,7332172,1
Torneo de San Marino,carrera 1500 m,Rababe ARAFI,208782,1
Torneo de San Marino,carrera 1500 m,George Meitamei MANANGOI,209318,1
Torneo de San Marino,carrera 1500 m,Ronald KWEMOI,209399,1
Torneo de United Arab Emirates,carrera 42000 m,Asefa MENGSTU,7311662,1
Torneo de United Arab Emirates,carrera 42000 m,Kinde ATANAW,7328943,1
Torneo de United Arab Emirates,carrera 42000 m,Ruti AGA,7347154,1
Torneo de Vietnam,carrera 400 m con vallas,Ludvy VAILLANT,46118,1
Torneo de Vietnam,carrera 400 m con vallas,Norman GRIMES,46211,1
Torneo de Vietnam,carrera 400 m con vallas,Amere LATTIN,46222,1
Torneo de Estonia,carrera 3000 m con vallas,Zita KÁCSER,484402,1
Torneo de Estonia,carrera 3000 m con vallas,Soufiane EL BAKKALI,485939,1
Torneo de Estonia,carrera 3000 m con vallas,Beatrice CHEPKOECH,487642,1
Torneo de Pakistan,carrera 3000 m con vallas,Takele NIGATE,483290,1
Torneo de Pakistan,carrera 3000 m con vallas,Chala BEYO,484635,1
Torneo de Pakistan,carrera 3000 m con vallas,Peruth CHEMUTAI,485062,1
Torneo de Cabo Verde,carrera 200 m,Joseph Paul AMOAH,19536,1
Torneo de Cabo Verde,carrera 200 m,Steven GARDINER,19645,1
Torneo de Cabo Verde,carrera 200 m,Bernardo BALOYES,19686,1
Torneo de Dominica,carrera 21000 m,Birhane DIBABA,3499801,1
Torneo de Dominica,carrera 21000 m,Vivian J. CHERUIYOT,3518838,1
Torneo de Dominica,carrera 21000 m,Geoffrey KAMWOROR,3519754,1
Torneo de France,carrera 5000 m,Paul CHELIMO,772856,1
Torneo de France,carrera 5000 m,Yomif KEJELCHA,776998,1
Torneo de France,carrera 5000 m,Hawi FEYSA,778197,1
Torneo de Nauru,carrera 10000 m,Molly HUDDLE,1608736,1
Torneo de Nauru,carrera 10000 m,Abadi HADIS,1616125,1
Torneo de Nauru,carrera 10000 m,Sifan HASSAN,1616778,1
Torneo de Jamaica,carrera 3000 m con vallas,Leonard Kipkemoi BETT,482420,1
Torneo de Jamaica,carrera 3000 m con vallas,Lamecha GIRMA,485482,1
Torneo de Jamaica,carrera 3000 m con vallas,Zita KÁCSER,485651,1
Torneo de Romania,carrera 400 m,Michael CHERRY,43514,1
Torneo de Romania,carrera 400 m,Vernon NORWOOD,43610,1
Torneo de Romania,carrera 400 m,Machel CEDENIO,43644,1
Torneo de Timor-Leste,carrera 21000 m,Berehanu TSEGU,3485443,1
Torneo de Timor-Leste,carrera 21000 m,Ruth CHEPNGETICH,3498266,1
Torneo de Timor-Leste,carrera 21000 m,Leonard LANGAT,3506702,1
Torneo de Georgia,carrera 5000 m,Abadi HADIS,773619,1
Torneo de Georgia,carrera 5000 m,Paul CHELIMO,776822,1
Torneo de Georgia,carrera 5000 m,Gabriela DEBUES-STAFFORD,777969,1
Torneo de Bhutan,carrera 110 m con vallas,Sergey SHUBENKOV,12117,1
Torneo de Bhutan,carrera 110 m con vallas,Tonea MARSHALL,12132,1
Torneo de Bhutan,carrera 110 m con vallas,Elvira HERMAN,12155,1
Torneo de Denmark,carrera 200 m,Shaunae MILLER-UIBO,19501,1
Torneo de Denmark,carrera 200 m,Mujinga KAMBUNDJI,19552,1
Torneo de Denmark,carrera 200 m,Cravon GILLESPIE,19577,1
Torneo de New Zealand,carrera 5000 m,Eva CHERONO,772382,1
Torneo de New Zealand,carrera 5000 m,Abadi HADIS,775922,1
Torneo de New Zealand,carrera 5000 m,Paul CHELIMO,776188,1
Torneo de Mexico,carrera 200 m,Alex WILSON,19546,1
Torneo de Mexico,carrera 200 m,Bernardo BALOYES,19627,1
Torneo de Mexico,carrera 200 m,Ramil GULIYEV,19693,1
Torneo de Ecuador,carrera 5000 m,Birhanu BALEW,772110,1
Torneo de Ecuador,carrera 5000 m,Laura WEIGHTMAN,776109,1
Torneo de Ecuador,carrera 5000 m,Abadi HADIS,777430,1
Torneo de Togo,carrera 400 m,Sydney MCLAUGHLIN,43538,1
Torneo de Togo,carrera 400 m,Kirani JAMES,43632,1
Torneo de Togo,carrera 400 m,Kenneth BEDNAREK,43727,1
Torneo de Denmark,carrera 42000 m,Ruth CHEPNGETICH,7310525,1
Torneo de Denmark,carrera 42000 m,Herpasa NEGASA,7330731,1
Torneo de Denmark,carrera 42000 m,Mosinet GEREMEW,7342058,1
Torneo de Saint Vincent and the Grenadines,carrera 5000 m,Solomon BERIHU,772147,1
Torneo de Saint Vincent and the Grenadines,carrera 5000 m,Hagos GEBRHIWET,772812,1
Torneo de Saint Vincent and the Grenadines,carrera 5000 m,Beatrice CHEBET,774095,1
Torneo de Macedonia,carrera 110 m con vallas,Anna COCKRELL,12099,1
Torneo de Macedonia,carrera 110 m con vallas,Christina CLEMONS,12138,1
Torneo de Macedonia,carrera 110 m con vallas,Britany ANDERSON,12152,1
Torneo de Lithuania,carrera 400 m con vallas,Alison DOS SANTOS,46183,1
Torneo de Lithuania,carrera 400 m con vallas,Rushell CLAYTON,46196,1
Torneo de Lithuania,carrera 400 m con vallas,Lauren WELLS,46247,1
Torneo de Liberia,carrera 21000 m,Yomif KEJELCHA,3483763,1
Torneo de Liberia,carrera 21000 m,Berehanu TSEGU,3490964,1
Torneo de Liberia,carrera 21000 m,Stephen KIPROP,3502730,1
Torneo de Botswana,carrera 110 m con vallas,Wenjun XIE,12111,1
Torneo de Botswana,carrera 110 m con vallas,Nadine VISSER,12153,1
Torneo de Botswana,carrera 110 m con vallas,Pascal MARTINOT-LAGARDE,12211,1
Torneo de Mozambique,carrera 110 m con vallas,Anna COCKRELL,12119,1
Torneo de Mozambique,carrera 110 m con vallas,Milan TRAJKOVIC,12137,1
Torneo de Mozambique,carrera 110 m con vallas,Andrew POZZI,12151,1
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Kirani JAMES,43497,1
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Phyllis FRANCIS,43535,1
Torneo de Saint Vincent and the Grenadines,carrera 400 m,Anthony José ZAMBRANO,43631,1
Torneo de Niger,carrera 42000 m,Azmera ABREHA,7353511,1
Torneo de Niger,carrera 42000 m,Guye Idemo ADOLA,7356261,1
Torneo de Niger,carrera 42000 m,Kaan Kigen ÖZBILEN,7393160,1
Torneo de Israel,carrera 100 m,Blessing OKAGBARE,9763,1
Torneo de Israel,carrera 100 m,Michael RODGERS,9765,1
Torneo de Israel,carrera 100 m,Tebogo MAMATHU,9815,1
Torneo de Scotland,carrera 200 m,Teahna DANIELS,19553,1
Torneo de Scotland,carrera 200 m,Brittany BROWN,19668,1
Torneo de Scotland,carrera 200 m,Blessing OKAGBARE,19713,1
Torneo de Timor-Leste,carrera 110 m con vallas,Gabriel CONSTANTINO,12098,1
Torneo de Timor-Leste,carrera 110 m con vallas,Shunya TAKAYAMA,12111,1
Torneo de Timor-Leste,carrera 110 m con vallas,Danielle WILLIAMS,12130,1
Torneo de South Korea,carrera 400 m,Salwa Eid NASER,43457,1
Torneo de South Korea,carrera 400 m,Kendall ELLIS,43785,1
Torneo de South Korea,carrera 400 m,Kenneth BEDNAREK,43825,1
Torneo de Costa Rica,carrera 5000 m,Abadi HADIS,776866,1
Torneo de Costa Rica,carrera 5000 m,Lopez LOMONG,782244,1
Torneo de Costa Rica,carrera 5000 m,Solomon BERIHU,782655,1
Torneo de Dominica,carrera 1500 m,Abdelaati IGUIDER,209141,1
Torneo de Dominica,carrera 1500 m,Timothy CHERUIYOT,209706,1
Torneo de Dominica,carrera 1500 m,George Meitamei MANANGOI,209723,1
Torneo de Turkmenistan,carrera 200 m,Dezerea BRYANT,19549,1
Torneo de Turkmenistan,carrera 200 m,Brittany BROWN,19575,1
Torneo de Turkmenistan,carrera 200 m,ShaCarri RICHARDSON,19626,1
Torneo de Bahrain,carrera 10000 m,Hellen OBIRI,1611739,1
Torneo de Bahrain,carrera 10000 m,Zeineba YIMER,1614897,1
Torneo de Bahrain,carrera 10000 m,Rhonex KIPRUTO,1615699,1
Torneo de Timor-Leste,carrera 1500 m,Sifan HASSAN,209258,1
Torneo de Timor-Leste,carrera 1500 m,Matthew CENTROWITZ,210408,1
Torneo de Timor-Leste,carrera 1500 m,Jenny SIMPSON,210418,1
Torneo de United States,carrera 10000 m,Stewart MCSWEYN,1612835,1
Torneo de United States,carrera 10000 m,Tsigie GEBRESELAMA,1617697,1
Torneo de United States,carrera 10000 m,Mohammed AHMED,1623898,1
Torneo de Denmark,carrera 10000 m,Agnes Jebet TIROP,1609459,1
Torneo de Denmark,carrera 10000 m,Stewart MCSWEYN,1610134,1
Torneo de Denmark,carrera 10000 m,Vincent Kiprotich KIBET,1626615,1
Torneo de Turkmenistan,carrera 400 m,Phyllis FRANCIS,43471,1
Torneo de Turkmenistan,carrera 400 m,Galefele MOROKO,43472,1
Torneo de Turkmenistan,carrera 400 m,Michael CHERRY,43639,1
Torneo de Barbados,carrera 3000 m con vallas,Anna Emilie MØLLER,481045,1
Torneo de Barbados,carrera 3000 m con vallas,Mercy CHEPKURUI,483166,1
Torneo de Barbados,carrera 3000 m con vallas,Maruša MIŠMAŠ,485614,1
Torneo de Honduras,carrera 100 m,Christian COLEMAN,9769,1
Torneo de Honduras,carrera 100 m,Briana WILLIAMS,9771,1
Torneo de Honduras,carrera 100 m,Blessing OKAGBARE,9789,1
Torneo de Chad,carrera 400 m con vallas,Rushell CLAYTON,46181,1
Torneo de Chad,carrera 400 m con vallas,David KENDZIERA,46216,1
